Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,Costs,label,predicted label
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.16,0.06,1244.62,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.16,0.06,1244.62,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.16,0.06,1244.62,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.16,0.05,1236.94,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.16,0.05,1236.94,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.16,0.05,1236.94,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.16,0.06,1231.44,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.16,0.06,1231.44,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.16,0.06,1231.44,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.16,0.06,1231.44,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.16,0.06,1231.44,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.16,0.06,1231.44,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.16,0.05,1231.44,16,16,200704,4.9,128,64,13,7,1024.0,788.0,"0.021757020408163262, 0.02166202040816327, 0.02166244897959184, 0.021661551020408166, 0.021660693877551027, 0.021661469387755098, 0.02165777551020408",0,0
0.16,0.05,1231.44,16,16,200704,4.9,128,64,1,0,0.0,4.0,"0.021661673469387757, 0.021676775510204083, 0.02167542857142857, 0.021677163265306124, 0.021675591836734693, 0.021677877551020405, 0.021678469387755105",0,0
0.16,0.05,1231.44,16,16,200704,4.9,128,64,1,1,1024.0,236.0,"0.021758530612244892, 0.021662244897959187, 0.02165991836734693, 0.021660673469387753, 0.021660408163265307, 0.021660285714285715, 0.02166091836734694",2,2
0.0,0.07,2.25,512,17,512,0.0,5,4,13,7,1024.0,788.0,"0.0032289795918367353, 0.0038997959183673468, 0.0038865306122448985, 0.003948979591836735, 0.003921428571428571, 0.003977755102040817, 0.003855714285714285",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,0,0.0,4.0,"0.0038146938775510198, 0.0038053061224489803, 0.0038738775510204085, 0.0037673469387755087, 0.0038597959183673475, 0.0038036734693877553, 0.0037944897959183675",0,0
0.0,0.07,2.25,512,17,512,0.0,5,4,1,1,1024.0,236.0,"0.0031957142857142857, 0.0039126530612244885, 0.00392795918367347, 0.0039879591836734715, 0.0038975510204081634, 0.003841428571428571, 0.0039559183673469386",0,0
0.17,0.05,1349.22,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.17,0.05,1349.22,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.17,0.05,1349.22,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.08,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,1,1,1024.0,180.0,"0.0031802040816326523, 0.0039279591836734705, 0.0039277551020408166, 0.003923265306122449, 0.003925510204081631, 0.003982040816326529, 0.003974693877551021",0,0
0.17,0.05,1349.22,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.17,0.05,1349.22,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.17,0.05,1349.22,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.08,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,1,1,1024.0,180.0,"0.0031802040816326523, 0.0039279591836734705, 0.0039277551020408166, 0.003923265306122449, 0.003925510204081631, 0.003982040816326529, 0.003974693877551021",0,0
0.17,0.05,1341.22,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.17,0.05,1341.22,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.17,0.05,1341.22,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.08,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,1,1,1024.0,180.0,"0.0031802040816326523, 0.0039279591836734705, 0.0039277551020408166, 0.003923265306122449, 0.003925510204081631, 0.003982040816326529, 0.003974693877551021",0,0
0.17,0.05,1335.47,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.17,0.05,1335.47,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.17,0.05,1335.47,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.08,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,1,1,1024.0,180.0,"0.0031802040816326523, 0.0039279591836734705, 0.0039277551020408166, 0.003923265306122449, 0.003925510204081631, 0.003982040816326529, 0.003974693877551021",0,0
0.17,0.05,1335.47,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.17,0.05,1335.47,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.17,0.05,1335.47,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.07,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.07,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
0.0,0.07,2.38,512,17,512,0.0,5,4,1,1,1024.0,180.0,"0.0031802040816326523, 0.0039279591836734705, 0.0039277551020408166, 0.003923265306122449, 0.003925510204081631, 0.003982040816326529, 0.003974693877551021",0,0
0.17,0.05,1335.47,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.17,0.05,1335.47,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.17,0.05,1335.47,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.08,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,1,1,1024.0,180.0,"0.0031802040816326523, 0.0039279591836734705, 0.0039277551020408166, 0.003923265306122449, 0.003925510204081631, 0.003982040816326529, 0.003974693877551021",0,0
0.16,0.05,1327.51,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.16,0.05,1327.51,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.16,0.05,1327.51,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.08,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,1,1,1024.0,180.0,"0.0031802040816326523, 0.0039279591836734705, 0.0039277551020408166, 0.003923265306122449, 0.003925510204081631, 0.003982040816326529, 0.003974693877551021",0,0
0.16,0.05,1321.81,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.16,0.05,1321.81,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.16,0.05,1321.81,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.08,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,1,1,1024.0,180.0,"0.0031802040816326523, 0.0039279591836734705, 0.0039277551020408166, 0.003923265306122449, 0.003925510204081631, 0.003982040816326529, 0.003974693877551021",0,0
0.16,0.05,1321.81,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.16,0.05,1321.81,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.16,0.05,1321.81,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.07,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.07,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
0.0,0.07,2.38,512,17,512,0.0,5,4,1,1,1024.0,180.0,"0.0031802040816326523, 0.0039279591836734705, 0.0039277551020408166, 0.003923265306122449, 0.003925510204081631, 0.003982040816326529, 0.003974693877551021",0,0
0.16,0.05,1321.81,16,16,215296,5.26,128,64,11,11,1024.0,844.0,"0.023276816326530607, 0.023162183673469394, 0.02316287755102041, 0.023161285714285725, 0.02316032653061225, 0.023161387755102042, 0.02315720408163266",0,0
0.16,0.05,1321.81,16,16,215296,5.26,128,64,0,0,0.0,0.0,"0.023161530612244897, 0.02317591836734694, 0.023176204081632654, 0.02318714285714285, 0.023173959183673473, 0.023175387755102046, 0.023191938775510207",3,3
0.16,0.05,1321.81,16,16,215296,5.26,128,64,1,1,1024.0,180.0,"0.02327834693877551, 0.023160836734693872, 0.02316097959183674, 0.023160306122448987, 0.02316030612244898, 0.023160673469387754, 0.023160632653061224",1,1
0.0,0.08,2.38,512,17,512,0.0,5,4,11,11,1024.0,844.0,"0.0031763265306122453, 0.003907142857142856, 0.0038867346938775507, 0.003958979591836734, 0.003972040816326532, 0.004033673469387754, 0.003906530612244897",0,0
0.0,0.08,2.38,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.003820612244897958, 0.0038175510204081623, 0.0038714285714285717, 0.0037828571428571434, 0.003823877551020408, 0.0038651020408163265, 0.0038599999999999984",0,0
